content,Theme,label
"@bighararkarbala البته باز شرایط هم داره ها
الان مثلا اینکه تو این موقعیت اربعین رفتن و توییت زدن قشنگ نبود
اما مثلا یه مشهد رفتن برای کسی که چند ساله نرفته و جور شده توییتش اشکال نداره",,neutral
"تعطیلی های اخیر و بازگشت زائران #اربعین برای ما زنگ خطری برای افزایش شیوع کروناست
سازمان حج و زیارت فهرست افرادی که در مراسم اربعین شرکت کردند را باید به علوم پزشکی ارائه دهد و از همه تست گرفته شود، مدیران و کارمندانی که کربلا رفتند بدون ارائه تست منفی به محل کار برنگردند
#کرونا",کرونا,negative
@ali_bitarafan4 و درباره ظلم دولت انقلابی به پیاده روی اربعین,سیاسی,neutral
"آمار ابتلای زائران اربعین به #کرونا نگران کننده است!
استاندار کرمان:
از مسافران اربعین پرواز عراق - کرمان تست گرفتیم،تعداد قابل توجهی کرونا گرفته‌اند
شب گذشته تنها پرواز مستقیم عراق - کرمان بازگشت
نتیجه تست کرونای زائران اربعین نگران کننده بود تعداد زیادی از مسافران تست مثبت شدند https://t.co/U1L01kmhgL","خبری،کرونا",negative
استاندار کرمان از ابتلای زائرین اربعین به #کرونا می گوید. https://t.co/7lQEKM1GXb,"خبری،کرونا",negative
"نتیجه تست کرونای زائران اربعین نگران کننده بود بعد وزارت بهداشت عراق هرروز امار ميده تعداد ٠ فوت يك مشت احمق هم ميگن ببينيد كربلا هيچ كس #كرونا نميگيره!
امان از #جهل_مقدس كه آورده يه يك عده مداح بي سواد پاكت بگير است در سال هاي اخير!",کرونا,negative
"آمار فوتی‌ها در شهر کربلای معلی در حالی صفر است که ۴ روز از اربعین حسینی و اجتماع بیش از ۱۵ میلیون نفری فوق‌متراکم در کربلا می‌گذرد و بیش از یک ماه است که انبوه زائران حسینی در کربلای معلی حضور دارند.

#کرونا",کرونا,positive
نابر آمار اعلامی وزارت بهداشت عراق تعداد فوتی‌ها در شهر کربلای معلی بعد از #اربعین صفر بوده است.,کرونا,positive
"@sabeti_twt شما بفرماييد چه كسي منسوب ميشد،شورا به جايگاه واقعيش برميگشت؟
احتمالا دوستان و همفكران شما كه با تحليل صحيح رخدادهاي خارجي نسخه اعزام ٥ ميليون نفر با پول بيت المال به راه پيمايي اربعين بپيچند يا تجويز ديوار نوردي و تسخير سفارت انگليس و عربستان بكنند؟",سیاسی,negative
"آمار ابتلای زائران اربعین به کرونا نگران کننده است

علی زینی‌وند استاندار کرمان: 

شب گذشته تنها پرواز مستقیم عراق - کرمان بازگشت و نتیجه تست کرونای زائران اربعین نگران کننده بود زیرا تعداد قابل توجهی از مسافران با تست مثبت بازگشتند.","کرونا،خبری",negative
"چگونه از سفر اربعین، بالاترین بهره را ببریم؟ 
یکی از مقدماتش این است که بدانیم «اینجا چه خبر است؟»
اثرگذاریِ این زیارت، خیلی به خبرداشتن و معرفتِ ما بستگی دارد
استادپناهیان
#Arbaeen2021",سوال,positive
@Mahdiehb2 بلکم اربعين رفتن..,,neutral
"راز اربعین،فقط  محبت مردم به امام حسین(ع) نیست!
 این محبت جاهای دیگر هم هست، راز اربعین و بخش گمشده ولایتمداری که در اربعین پیدا شده، ارتباط قلبی عاشقان امام حسین(ع) با یکدیگر است! 

استاد پناهیان
#Arbaeen2021",عشق,positive
"@agha_mohamad1 آمار ابتلای زائران اربعین به کرونا نگران کننده است

علی زینی‌وند استاندار کرمان: 

شب گذشته تنها پرواز مستقیم عراق - کرمان بازگشت و نتیجه تست کرونای زائران اربعین نگران کننده بود زیرا تعداد قابل توجهی از مسافران با تست مثبت بازگشتند.
/ایرنا

ماله بکش",کرونا,negative
@lieaEbony یکی از پزشکایی که میشناسم اربعین رفتن کربلا میگفتن افراد زیادی رو دیدن که کاملا مشخص بوده کرونا دارن ولی تو عراق سیستم بهداشتی به اندازه ایران پیشرفته نیست که بخوان امار دقیق اعلام کنن و ایمنی ذاتی و قدرت بدنی افراد هم تو ایران و عراق متفاوته,کرونا,neutral
"وقتی در گوگل «استاندار کرمان کرونا» رو بگردید، تیتر میاد، اما وقتی به سایت می‌رید تیتر و متن تغییر کرده! البته متن کَش شده گوگل اصل خبر رو نشون می‌ده.
اینجا هم دشمنان می‌خواستند ذهن‌ها رو منحرف کنند و برادران اقدام به موقع کردند و جلوی نشر اکاذیب رو گرفتند!
#کرونا
#اربعین https://t.co/g1HW9Ns0Cs https://t.co/bwkwuFNGSY","خبری،کرونا",negative
اولین جرقه های کوبیدن اربعین زده شد!!! https://t.co/rC3RSBbkIg,,positive
"@Mahjonia @hamshahrinews داداش تو اول بگو از کجا فهمیدی من موافق این طور رفتن به اربعین هستم، بعد بیا توهین کن عزیز من
از نظر من هم زیارت رفتن دیگه به هر شکلی که زیارت نیست، برخی موارد جنایته

ولی وقتی هیچ صدایی از تورهای ترکیه و آمارش بیرون نمیاد دیگه آدم نمیدونه هیچی نگه، اعتراضم به اونه",کرونا,negative
@menhaj_82 @MicheleOsama نماد عابر بانک  جدی گفتما هرکه‌پول میخواد زنگ‌من‌میزنه  بین دوستان هم‌نماد سرکنسول گری ایران‌تو عراق هرکه‌میخواد بیاد عراق میگه‌جای خواب برام‌پیدا کن مخصوصا اربعین و عاشورا,خاطره,neutral
پیک ششم که میگفتید در آبان ماه اتفاق میافتد ره آورد این سفر خواهد بود و قطعا تعطیلات که این هفته داریم هرچند جلوی مسافران شمال رو هم نمیتونید بگیرید چون اون ها هم ارجاعتون میدم به اربعین بدون ماسک درهم عراق اینگونه بدون علم نمیشه کشور اداره کرد و وضعیت کشور شکننده هست https://t.co/mjNRmSdOpX,کرونا,negative
"عرزشیا: تو کربلا و اربعین کرونا نیست
استاندارد کرمان: نتیجه تست تعداد قابل توجهی از مسافرین پرواز عراق مثبت شده است 

حتما از مهماندارا گرفتن چیز خاصی نیست :))","کرونا،اهانت",negative
چرا توی پیاده‌روی اربعین قمه نمیزنن؟,سوال,neutral
@rezabagherpour1 @mhrezaa2c دو هفته بعد اربعین را مد نظر داشته باشید  آمار کرونای عراق چه شاخصی داره,کرونا,positive
"میگن آمار کرونای زائرین اربعین وحشتناکه.
کاش امام حسین سریعتر همه‌شون رو ببره پیش خودش تا بقیه رو مریض نکردن","کرونا،اهانت",negative
"@Iman02337725 عزیز جان، کرونا دوهفته طول میکشد که خودش را نشان دهد. ضمناً اینها که رفته بودند همگی واکسن زده بودند. آنهم دو دوز. 
اگر اینطور حساب کنید تا ابد نباید به اربعین رفت چون کرونا رفتنی نیست.",کرونا,positive
"استاندار کرمان با بیان اینکه سازمان حج و زیارت فهرست افرادی که در مراسم اربعین شرکت کردند را باید به علوم پزشکی ارائه دهد و از همه تست گرفته شود تصریح کرد: مدیران و کارمندانی که کربلا رفتند بدون ارائه تست منفی به محل کار برنگردند.
#کرمان #کرونا #کربلا https://t.co/brPD1YxmTP","خبری،کرونا",neutral
"خیلی کار سختی نیست.
یک اشتراک بین کد ملی کسانی که از مرزهای هوایی و زمینی خارج شده‌اند و بانک اطلاعاتی مبتلایان به کرونا دو هفته بعد از اربعین از نظر آماری مشخص کننده خواهد بود.
ما با دوستان داریم این کار را می‌کنیم.
#کرونا
#اربعین https://t.co/KFb3jsFAVH",کرونا,neutral
"#زینی_وند #استاندارکرمان:
تنها پرواز مستقیم #عراق-#کرمان شب گذشته بازگشت و اما نکته حائزاهمیت وضعیت #نگران_کننده از نتیجه تست #کرونای زائران اربعین بوده! تعداد قابل توجهی از زائران باتست #مثبت بازگشتند

#واکسن_بزنید","خبری،کرونا",negative
"چرا موکبهای ایرانی حاظر در اربعین. روز شهادت امام رضا خدمات نمیدن.چرااا.تا کی ادا در میارید. والله برای ما مستضعفا رفتن به کربلا ارزانتر از رفتن به مشهد.
#_چرا",انتقادی,positive
@Ftmhk318 اتفاقا تمرین میشه واسه پیاده‌روی اربعین و این خیلی خوبه 😌🚶🚶,,positive
@sahar__dstm میخوای بری ؟ یا اربعین رفتی 🙄,سوالی,neutral
"🔺آمار ابتلای زائران اربعین به کرونا 
🔹شب گذشته تنها پرواز مستقیم عراق - کرمان بازگشت و نتیجه تست کرونای زائران اربعین نگران کننده بود زیرا تعداد قابل توجهی از مسافران با تست مثبت بازگشتند. تعطیلی های اخیر و بازگشت زائران اربعین برای ما زنگ خطری برای افزایش شیوع کروناست.",کرونا,negative
"علی زینی‌وند استاندار کرمان: 
شب گذشته تنها پرواز مستقیم عراق - کرمان بازگشت و نتیجه تست کرونای زائران اربعین نگران کننده بود زیرا تعداد قابل توجهی از مسافران با تست مثبت بازگشتند

 #KhameneiTheGreatSatan","خبری،کرونا",neutral
"امام رضا جانم...❤️
جامونده های اربعین و حداقال شما بخر ببر حرمت... :) 💔","غم،جامانده",positive
"با دوستان عزیزی راهی سفر اربعین شدیم
@ghooghnos_57 
@Ahmad_khanifar_ 
که اساتید عشق و معرفت بودن
و سفر زیارتی رو برای من تبدیل به کلاس عرفان کردند!

در این سفر معنوی جای دو دوست عزیزم خیلی خالی بود
@saeedAslani2 
@h_saeedfirozeh 

#اربعین
#سفر_عشق_حسینؑ","خاطره،عشق",positive
@garmavari__am جدید ترین علائم کرونا اربعین رفته باشی کربلا,کرونا,negative
اگه بپرسی ساعت 7عصر روز اربعین چندنفر تو صف دستشویی مردونه صحن شمالی بودن دقیق میگه ولی آمار تست رو نه. https://t.co/rHnOJEHdUc,"کرونا،انتقادی",negative
@lieaEbony هر سال بعد از اربعین وقتی ملت بر می گشتند  همه بلا استثنا سرما می خوردند حالا یا شدید یا خفیف. بعد دو هفته هم همه خوب می شدند هیچ سونامی و مشکل حادی هم ایجاد نمی شد. حالا امسال الحمدالله همش به پای کرونا نوشته می شه,کرونا,positive
"حضور کودکان در پیاده روی اربعین

#worldsmileday https://t.co/pELnMJstPN",,positive
الاناست که استاندارکرمان بخاطر اعلام خبر تست مثبت زائران اربعین تکفیربشه.البته ایشون بازی خورده وبه این سوءتفاهم دامن زده,کرونا,neutral
"سربسته بگم، پیاده‌روی اربعین به پیک شیش و هفت و هشت سقوطمون داد و قراره بندازنش گردن این سه چهار روز تعطیلی پیش رو. 
( دنده رو دادم سه)",کرونا,negative
"@mustafamahmoody @Amirhosseinow @raisi_com من نمیگم در حد اعلا بود زحماتشون
ولی میگم اون بنده خدام سعی کرد تا مردم راحت برن اربعین",,positive
"خبرنگار خبرگزاری مهر در رابطه با بازگشت مسافران اربعین به ایران نوشت:
در فرودگاه امام خمینی ازما درخواست کردند که اگر علائم کرونا داریم بهشون بگوییم!!!

همان تست چشمی⁩ هم اختیاری بود😊😊

.","خبری،کرونا",negative
"نوشتیم و گفتیم الان وقت پیاده روی اربعین نیست، فیلمهایی از مصاحبه با یک پزشک عراقی در کربلا پخش کردند که اینجا اصلا کرونا نیست..تا کی باید تاوان عده ای ولنگار کنسرت برو و عده ای مرتجع بی تدبیر را بدهیم? https://t.co/4cAibb22zJ",کرونا,negative
"اربعین سال قبل و عاشورای امسال میگفتن دو هفته بعد تست‌ها مشخص میشه اما الآن ک زائر ایرانی رفته کربلا(تازه با اون مصائب سفر دقیقه نودی و زود برگشتن‌ها!)روز ورود نتیجه تمام ""تست‌های فرودگاهی"" مثبت شدن و دونه دونه دارن ابراز نگرانی میکنن!

من خیلی آدم متوهمی هستم، اینم نقشه میدونم",کرونا,positive
"@Ostokhodoos @nikimahjoub متاسفانه مملکتمون پر از نادانه وگرنه وضعمون بهتر ازاین بود.مذهبی و غیر مذهبی نداره .یه مشت احمق دور هم جمع شدن و اکثریت جامعه رو ساختن.یه عده شون میرن ترکیه کنسرت ابی،بقیه شون هم‌میرن پیاده روی اربعین.این وسط هم یه عده بی گناه قربانی میشن از جمله کادر درمان بینوا","اهانت،کرونا",negative
@iFarzaneh__ من اربعین حسینی و تو بیمارستان امام حسین واقع در میدان امام حسین با دنیا اومدم😅😅 به همین منطق مادربزرگم سماجت داشته اسمم حسین باشه ولی پدرم به شدت علاقه داشته اسمم ایرانی باشه گذاشته شاهین😂,خاطره,neutral
"علی زینی‌وند استاندار کرمان: شب گذشته تنها پرواز مستقیم عراق - کرمان بازگشت و نتیجه تست کرونای زائران #اربعین  نگران کننده بود زیرا تعداد قابل توجهی از مسافران با تست مثبت بازگشتند.
#واکسن_حق_مردم #کرونا #Covid1
 #VaccinEquity #HelpIran https://t.co/PGSDInqNOg","خبری،کرونا",neutral
@nikimahjoub @BBCKasraNaji حاجی نیکی یه آشنا داشتیم میگفت خر باشی طرف حسابت خر نباشه دقیقا شده حال روز ما توی ایران که خدا و زمین و زمان گفتن نرین اربعین کی گوش کرد فردام چوبشو ی سری بدبخت که هیچ جا نرفتن و هیچ گناهی ندارن می خورن,"کرونا،انتقاد",negative
@Amirbuddie الاغی که رفته راهپیمایی اربعین و شربت دهنی می‌کشه بالا به نظرت به قرنطینه معتقده؟,"کرونا،اهانت",negative
@MahdiFinizadeh خدا رو شکر که کاره ای نیستی . عزیز مگه اربعین نرفتی تا ببینی تو عراق چیزی به اسم کرونا وجود نداره,کرونا,negative
"شک نکنید که دولت انقلابی در برابر خبر «بازگشت تعداد قابل توجهی از زائران اربعین با تست مثبت کرونا از عراق » بی‌تفاوت نخواهد بود و سریع،فوری،انقلابی اقدام عاجل خواهد کرد:
استاندار کرمان به‌شدت عزل خواهد شد! https://t.co/2ytxGQ96ey","سیاسی،کرونا",negative
"زوار #اربعین دارن کم کم وارد کشور میشن و طبق گفته استاندارکرمان آمار که گرفتن از یک هواپیما خیلیا مبتلا بودن 
پ.ن:نکته تلخ ماجرا اینجاست چون اکثرا  این افراد واکسینه هستن پس باعث مرگ و میروبیماری بقیه میشن بقول گفتنی شرشون برای ماست،ابلفضل بزنه به کمرتک تک تون جونورای مازوخیسمی","کرونا،اهانت",negative
"@rezabagherpour1 ولی الان زینی‌وند استاندار کرمان گفت: 
شب گذشته تنها پرواز مستقیم عراق - کرمان بازگشت و نتیجه تست کرونای زائران اربعین نگران کننده بود زیرا تعداد قابل توجهی از مسافران با تست مثبت بازگشتند.",کرونا,negative
"#worldsmileday1500

موکب کودکان ،روز اربعین😊 https://t.co/tCmrg8lDwJ",,positive
"اره راست میگفتید... زائرین کربلا در اربعین کرونا نمیگیرن 
#اربعین
#کربلا https://t.co/fPD2k1LXih",کرونا,negative
"زنگ خطری برای افزایش شیوع کرونا. 

🔹سازمان حج و زیارت فهرست افرادی که در مراسم اربعین شرکت کردند را باید به علوم پزشکی ارائه دهد و از همه تست گرفته شود، مدیران و کارمندانی که کربلا رفتند بدون ارائه تست منفی به محل کار برنگردند. https://t.co/ubli4kCGeL","خبری،کرونا",neutral
"آمار ابتلای زائران اربعین به کرونا نگران کننده است
علی زینی‌وند استاندار کرمان: 
شب گذشته تنها پرواز مستقیم عراق - کرمان بازگشت و نتیجه تست کرونای زائران اربعین نگران کننده بود زیرا تعداد قابل توجهی از مسافران با تست مثبت بازگشتند.
تعطیلی های اخیر و بازگشت زائران اربعین برای ما",کرونا,neutral
"اگر تو کل سفر به عراق کرونا نگرفته باشم فطعا تو فرودگاه نجف میگیرم
#كربلاء 
#اربعین",کرونا,negative
@alehabib2 نمی‌دونم چقدر راست هست اما ایرنا به نقل از استاندار کرمان گفته تعداد زیادی از مسافران اربعین که از کربلا برگشتن تست مثبت هستن,"خبری،کرونا",neutral
"@shokoufeh_H والا به نظر من که هیچیش درست نیست! آسمون و ریسمون و گوز و شقیقه رو به هم پیوند داده که واسه فالش‌خوندن ابی عذرخواهی نکنن؟؟!
ابی بد خونده چه ربطی به سایبری و حکومتی و اربعین و صیغه‌ای و عره و عوره و شمسی‌کوره داره؟؟!!","سیاسی،اهانت",negative
استاندار کرمان: شب گذشته تنها پرواز مستقیم عراق - کرمان بازگشت و تعطیلی‌های اخیر و بازگشت #زائران_اربعین برای ما زنگ خطری برای افزایش شیوع #کرونا است _ ایرنا https://t.co/Qluhou8ahS,"خبری،کرونا",neutral
"آمار ابتلای زائران اربعین به #کرونا نگران کننده است

علی زینی‌وند استاندار کرمان: 
شب گذشته تنها پرواز مستقیم عراق - کرمان بازگشت و نتیجه تست کرونای زائران اربعین نگران کننده بود زیرا تعداد قابل توجهی از مسافران با تست مثبت بازگشتند./ ایرنا","خبری،کرونا",neutral
"این دو هفته که تا دُز دومم مونده تن و بدن لرزه دارم.
لامصبا ممکنه به خاطر زیارت، قتل کنید.
به جای اربعین دو ماه دیگه می‌رفتید خب!","کرونا،اهانت",negative
"@kordlo68 آمار فوتی‌ها در شهر کربلای معلی در حالی صفر است که چهار روز از اربعین حسینی و اجتماع بیش از پانزده میلیون نفری فوق‌متراکم در کربلا می‌گذرد و بیش از یک ماه است که انبوه زائران حسینی در کربلای معلی حضور دارند و اوج این جمعیت مربوط به روزهای منتهی به #اربعین حسینی بوده است.

عقیق",خبری,neutral
"@kordlo68 بنابر آمار اعلامی وزارت صحه عراق (وزارت بهداشت) در روز جمعه ۹ مهرماه برابر با اول اکتبر، تعداد فوتی‌های در شهر کربلای معلی ""صفر"" بوده است. در حالی که بنابر اعلام رسمی عتبه عباسی، امسال بیش از ۱۵میلیون زائر حسینی(ع) در مراسم اربعین شرکت داشته‌اند.","خبری،کرونا",neutral
"@Seyedbaloch خداحفظشون کنه 
دستمریزاد🌺🌹🌸🌻🌼🌺🍀
حسین علیه السلام متعلق به همه ی آزادیخواهانِ جهان.
و اربعین زمینه سازه ظهور","انتظار،عشق",positive
"@wey_vey و یکی از دلایل اصلیش ترک امر به معروف و نهی از منکر حتی بین مومنینه!
روز اربعین حوالی میدان خراسان یه دختر کشف حجاب کرده از کنار جمعیت داشت به سرعت راه میرفت رفتم تذکر دادم که حجابش رو رعایت کنه گفت ""دلم نمیخواد"" !
جالب بود حتی یک نفر هم از من حمایت نکرد و همراه نشد!",خاطره,neutral
"@hp_shabnam خدا بهش کمک کنه
انتصاب ها امیدوار کننده نبود اصلاااا
تقریبا همه چیز هممممه چیز در حال گران تر شدنه
مدیریت اربعین هم افتضاح بود.",انتقادی,negative
"ما روز به روز به آرمان‌های بلند اسلام نزدیک تر می‌شویم و اكنون آرمان فتح قدس شریف، افقی بسیار روشن یافته است. برادران بشتابید، قدس عزیز در انتظار است ...

شهيد سيد مرتضى آوينى

#روز_همبستگى_با_كودكان_فلسطينى 
#روايت_اربعين https://t.co/bTaZhuh1pg","انتظار،عشق",positive
"استاندار کرمان: شب گذشته تنها پرواز مستقیم عراق-کرمان بازگشت و نتیجه تست #کرونای زائران #اربعین نگران کننده بود زیرا تعداد قابل توجهی از مسافران با #تست مثبت بازگشتند/ایرنا
بنابراين موضوع بحران ديگري در بيماري پيش نيايد كه ديگر واقعا كشور تاب و تحمل ان را ندارد https://t.co/49cczOJcg4","خبری،کرونا",neutral
"خبر مهم استاندار کرمان:
🔹از مسافران اربعین پرواز عراق - کرمان تست گرفتیم؛ تعداد قابل توجهی کرونا گرفته اند
پس چرا مگه نگفتند عراق کرونا نیست؟
حالا جند نفر درگیر می‌شوند 🤔🤔
باید منتطر موج جدید باشیم؟","کرونا،انتقاد",neutral
@shafiei_hamed میشه یک نمونه عینی از حُسن پیاده‌روی اربعین ذکرنمایید!؟,سوال,neutral
"قرار بود از ۱۵ میلیون زائری که در مراسم #اربعین امسال شرکت کردند نصف‌شون کرونا بگیرند اما وزارت بهداشت عراق تعداد فوتی‌های #کرونا در #کربلا را صفر اعلام کرد
حق با علیست…",کرونا,positive
"👌همیشه امام حسین (علیه السلام) میزان است.

✅وزارت بهداشت بر سر دو راهی مانده است

❌ از یک طرف با انجام #واکسیناسیون عمومی  برای فریب افکار عمومی مجبور است روند کرونا را کاهشی نشان دهد

❌ از سوی دیگر  سفر زائرین #اربعین و بالا نرفتن آمار آنها را رسوا خواهد کرد.⬇️",کرونا,positive
"افرادی که برای دفاع و جنگ می خواهند به مرز #آذربایجان بردند.
باید حتما دو دوز #واکسن رو تزریق کرده باشند و کارت تزریق دو دوز رو داشته باشند والا نمی تونند برند.
فقط که برای #کربلا از این شرط ها نیست.
#ConquerorsOfKhybar #ایران 
#اربعین",کرونا,neutral
"@FatimaAlia3 حالا جالبه که استاندار کرمان گفته اکثر زائران اربعین تست کروناشون مثبت بوده.
بهانه جدید برای موج ششم جور شد،همچنین برای تزریق دوز بعدی.
#نه_به_واکسن_اجباری 
#نه_به_قرنطینه_هوشمند",کرونا,neutral
"@ahmadafshari__ داداش ویزا اربعین رایگان بود ولی الان عادی ۴۰ دلار هستن،ولی قراره برداشته کلا که هنوز عملیاتی نشده",خبری,neutral
"تعطیلی های اخیر و بازگشت زائران اربعین برای ما زنگ خطری برای افزایش شیوع کروناست. 
سازمان حج و زیارت فهرست افرادی که در مراسم اربعین شرکت کردند را باید به علوم پزشکی ارائه دهد و از همه تست گرفته شود، مدیران و کارمندانی که کربلا رفتند بدون ارائه تست منفی به محل کار برنگردند.",کرونا,negative
"آمار ابتلای زائران اربعین به کرونا نگران کننده است

علی زینی‌وند استاندار کرمان:  شب گذشته تنها پرواز مستقیم عراق - کرمان بازگشت و نتیجه تست کرونای زائران اربعین نگران کننده بود زیرا تعداد قابل توجهی از مسافران با تست مثبت بازگشتند.",کرونا,negative
"استاندارکرمان:
شب گذشته تنهاپرواز مستقیم عراق -کرمان بازگشت و نتیجه تست کرونای زائران اربعین نگران کننده بود زیرا تعدادقابل توجهی از مسافران با تست مثبت بازگشتند.

🔷با تشکر از همه هموطنان بی توجه و لجباز که نه خود را دوست دارند و نه هموطنانشان را.
این تازه فقط کرمان است...","کرونا،خبری",negative
"@hasan__sedghi97 @Seyed_zia نه خب راه اربعین راه خداست واقعا.
اما چگونه رفتنش هم مهمه. 
اگر اونهایی که لب مرز بودن با ضوابط کامل، بدون شلوغ‌کاری و با صداقت و طبق مُرّ قانون رد میشدن، هیچ حرفی نبود. 
اینکه بزنی یه خانواده رو بدبخت کنی و بری کربلا درست نیست.",انتقاد,neutral
"@Ekh35238712 @lieaEbony برادرم متعصبانه موضع نگیر، مثلا ما از اربعین بدمون میاد میگیم کرمانی که رفتن عراق مبتلا شدن؟ آخه این چه ذهنیتی شما ها دارید، ضمن اینکه علام کرونا بعد چند روز بروز پیدا میکنه",کرونا,neutral
"استانداری کرمان رسما اعلام کرده از مسافران تنها پرواز مستقیم نجف کرمان  تست گرفته شده و تعداد قابل توجهی تستشون مثبت شده( گفته شده بیش از ۵۰ درصد مسافران)

۲۰۰ هزار مسافر اربعین را ""باید"" قرنطینه میکردین و نکردین.","کرونا،خبری",neutral
"@frazaam نه اون هست اما اینم هست یعنی هر دو رو ادامه میدن، مثلا اکانت حجاب اربعین. https://t.co/J4mYV3h06F",,neutral
"@lieaEbony حتما باید یک توضیح علمی_پزشکی برای آمار پایین کشورهای منطقه به ویژه عراق در اربعین وجود داشته باشه، اینکه بدن اونا مقاوم تره، نشد حرف علمی https://t.co/2V1dCzWOtB","سوال،کرونا",positive
@HzamaniM2 @aseman_1396 انشاالله که اربعین زمینشون بزنه,اهانت,negative
"اصلش این بود که این پفیوزا رو قرنطینه کنن و ول نکنن توی شهر.
من خودم از یکی از همین جاکشا(اربعین نبود یک مراسم مذهبی کیری دیگه رفته بود جاکش)کرونا گرفتم، یک ماه درگیر بودم و هنوز هم کاملاً بهبود پیدا نکردم. https://t.co/dR1Gkj2GKh","اهانت،کرونا",negative
"اگر بهتون بگم تو راه مشایه ( پیاده روی اربعین ) استاد شجاعی رو دیدم و چقدر زیبا با ما صحبت کرد باور می کنید؟ 
وقتی استادت بهت بابا بگه چی از این دنیا تصور کنم …..که اما زمان چگونه دعا می کند ما را 😭😭😭😭یا آبانا استغفر لنا https://t.co/JSIrnDM0t6",خاطره,positive
"@hamshahrinews ۶۰ هزار نفری که رفتند اربعین نگرانتون کرو
۴۰۰ هزار نفری که میرند ترکیه نه؟
خوبه",سوال,positive
@reza890000 @lieaEbony احیانا کسی از اقوام و آشناهاتون تو این ۲ سال ترکیه نرفته بود گزارش اونارو هم اعلام میکردی؟؟؟ یا فقط عادت دارین اربعین برین کربلا🤚,سوال,positive
استاندار کرمان:از مسافران #اربعین پرواز عراق - کرمان تست گرفتیم؛ تعداد قابل توجهی #کرونا گرفته اند,"خبری،کرونا",negative
@amin_present قبول حق مراسمات اربعین پیاده روی نمادین اربعین در شهر خودمون داشتیم,خاطره,positive
علی زینی‌وند استاندار کرمان: شب گذشته تنها پرواز مستقیم عراق - کرمان بازگشت و نتیجه تست کرونای زائران اربعین نگران کننده بود زیرا تعداد قابل توجهی از مسافران با تست مثبت بازگشتند https://t.co/xDpPPHjVmq,"خبری،کرونا",neutral
"@moolook93 برا منم همینطور شد، دو سه روز قبل اربعین سفارش دادم از تهران فرستاده بود دقیقا یه هفته بعد رسید بعد خود طرف متعجب بود میگفت همه دو سه روزه به دستشون رسیده جز شما که کرجی🤔",خاطره,neutral
"خب نتیجه اضافه شربت لیوان مومن داره جواب میده
نوش جونشون
#خریت_مقدس
#اربعین https://t.co/bfXQXRR6k5","اهانت،کرونا",negative
"چقدر داد زدیم تست pcr از مسافران ورودی بگیرید
چه اونا که رفتند کنسرت
چه اونا که رفتند اربعین

https://t.co/P8aavQuf1z",کرونا,negative
"استاندار کرمان: شب گذشته تنها پرواز مستقیم عراق-کرمان بازگشت و نتیجه تست #کرونای زائران #اربعین نگران کننده بود زیرا تعداد قابل توجهی از مسافران با تست مثبت بازگشتند/ایرنا

خب الان فرق شما با مترسک سر جالیز دقیقن چیست؟ قرنطینه‌شان کردید یا رها کردید بروند کل شهر را آلوده کنند؟!","خبری،کرونا",neutral
"@MAaaalipour من حال ندارم
اربعین پیاده روی بودم

الانم باید چوتین پام کنم برم آذربایجان رو چک و پوکی کنم

خودتون بین هم حلش کنین 😴🤚",جواب,neutral
"از درس‌هایی که این سفر اربعین برای من داشت،این بود ظرفیت و شخصیت خیلیارو برام مشخص کرد،
کمتر نظر دادن رو آموختم،
و میزان صبرمو در  تحمل سختی‌ها محک زدم‌.",خاطره,positive
"الحمدالله امسال
طبق آمار رسمی و غیر رسمی حداقل
۲۰۰ هزار نفر از ایران مشرف شدن
به #زیارت_اربعین در #کربلا ی معلا؛
پیاده روی جاماندگان اربعین هم با تمام ظرفیت
در تمام شهرها و روستاها برگزار شد
و ان شاا.. به برکت همین اتفاق
این بیماری منحوس هم به حداقل میرسه.",جامانده,positive
@lieaEbony الان میگن اربعین های کرمانی کرونا دارند,کرونا,negative
"استاندار کرمان در خصوص ابتلای زائران اربعین به کرونا سوال داشتند؟ 
عرض کردم: طبق آمار بیشتر زائران به کرونا مبتلا شدند و تست آنها مثبت بود از #خامنه‌ای 
پ.و: از افراد شل مغز با ایدئولوژی اسلامی تحت حاکمیت رژیم بشدت دوری کنید عقل درست حسابی ندارند.
#نه_به_جمهوری_اسلامی","کرونا،سیاسی",negative
@mohajer_133 بعد اربعین مگه هستن هنوز و بازن؟,سوال,neutral
@HajAlefDal2 تو اخبار فوتی کرونا بعد از اربعین در کربلا صفر شده😐 برین بررسی کنین.,کرونا,neutral
"خدا لعنتتون کنه
استاندار کرمان: آمار ابتلای زائران اربعین به کرونا نگران کننده است

علی زینی‌وند : 

شب گذشته تنها پرواز مستقیم عراق - کرمان بازگشت و نتیجه تست کرونای زائران اربعین نگران کننده بود زیرا تعداد قابل توجهی از مسافران با تست مثبت بازگشتند.","کرونا،اهانت",negative
"علی زینی‌وند استاندار کرمان: 
شب گذشته تنها پرواز مستقیم عراق - کرمان بازگشت و نتیجه تست کرونای زائران اربعین نگران کننده بود زیرا تعداد قابل توجهی از مسافران با تست مثبت بازگشتند.","خبری،کرونا",neutral
